Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
2009-12-14,2885.0000,24.4541,14.4300,21.1500,14.4300,1114.1100
2009-12-11,2862.3200,25.2094,14.7700,21.5900,14.7700,1106.4100
2009-12-10,2851.2900,26.9630,15.1600,22.3200,15.1600,1102.3500
2009-12-09,2818.1000,28.3235,15.3700,22.6600,15.3700,1095.9500
2009-12-08,2849.1700,26.6741,16.0800,23.6900,16.0800,1091.9400
2009-12-07,2896.2300,24.8858,14.9000,22.1000,14.9000,1103.2500
2009-12-04,2910.3300,24.8832,14.2700,21.2500,14.2700,1105.9800
2009-12-03,2876.1400,26.1293,14.8900,22.4600,14.8900,1099.9200
2009-12-02,2877.9400,26.3854,14.0100,21.1200,14.0100,1109.2400
2009-12-01,2871.7500,26.9483,14.5200,21.9200,14.5200,1108.8600
2009-11-30,2797.2500,30.2813,16.3300,24.5100,16.3300,1095.6300
2009-11-27,2831.1400,28.3598,16.5200,24.7400,16.5200,1091.4900
2009-11-26,2799.4400,30.3482,13.6600,,,
2009-11-25,2896.9000,23.6802,13.6000,20.4800,13.6000,1110.6300
2009-11-24,2877.5800,24.9072,13.6900,20.4700,13.6900,1105.6500
2009-11-23,2898.1900,24.9710,14.1200,21.1600,14.1200,1106.2400
2009-11-20,2833.0600,26.5338,14.9500,22.1900,14.9500,1091.3800
2009-11-19,2860.2900,26.5245,15.2300,22.6300,15.2300,1094.9000
2009-11-18,2908.5300,25.3958,14.4500,21.6300,14.4500,1109.8000
2009-11-17,2906.9200,26.6583,15.1000,22.4100,15.1000,1110.3200
2009-11-16,2926.1500,26.0885,15.2800,22.8900,15.2800,1109.3000
2009-11-13,2883.0400,25.7949,15.6900,23.3600,15.6900,1093.4800
2009-11-12,2876.9200,26.5419,16.2900,24.2400,16.2900,1087.2400
2009-11-11,2881.0100,26.5252,15.3700,23.0400,15.3700,1098.5100
2009-11-10,2856.4400,26.3612,15.2600,22.8400,15.2600,1093.0100
2009-11-09,2860.1100,26.3446,15.4300,23.1500,15.4300,1093.0800
2009-11-06,2794.2500,27.4821,16.2700,24.1900,16.2700,1069.3000
2009-11-05,2793.4400,28.2670,17.0800,25.4300,17.0800,1066.6300
2009-11-04,2763.2900,29.5213,18.6800,27.7200,18.6800,1046.5000
2009-11-03,2712.3000,31.7691,19.6300,28.8100,19.6300,1045.4100
2009-11-02,2762.9500,30.9759,20.1000,29.7800,20.1000,1042.8800
2009-10-30,2743.5000,31.3257,20.8000,30.6900,20.8000,1036.1900
2009-10-29,2824.7800,27.4348,16.7100,24.7600,16.7100,1066.1100
2009-10-28,2778.4600,28.8978,18.9100,27.9100,18.9100,1042.6300
2009-10-27,2835.1700,27.4338,16.7500,24.8300,16.7500,1063.4100
2009-10-26,2834.8200,27.2798,16.2700,24.3100,16.2700,1066.9500
2009-10-23,2886.0800,24.4296,14.8300,22.2700,14.8300,1079.6000
2009-10-22,2902.1900,24.3875,13.7900,20.6900,13.7900,1092.9100
2009-10-21,2936.8300,23.8420,14.8100,22.2200,14.8100,1081.4000
2009-10-20,2925.0800,24.5576,13.9900,20.9000,13.9900,1091.0600
2009-10-19,2947.4100,25.2672,14.3800,21.4900,14.3800,1097.9100
2009-10-16,2893.5300,25.1990,14.4100,21.4300,14.4100,1087.6800
2009-10-15,2939.0900,24.7769,14.5400,21.7200,14.5400,1096.5600
2009-10-14,2950.8200,25.3800,15.3400,22.8600,15.3400,1092.0200
2009-10-13,2879.0600,27.0429,15.5100,22.9900,15.5100,1073.1900
2009-10-12,2914.3500,25.8123,15.5400,23.0100,15.5400,1076.1900
2009-10-09,2882.1800,26.2717,15.6700,23.1200,15.6700,1071.4900
2009-10-08,2887.6100,26.0493,16.3800,24.1800,16.3800,1065.4800
2009-10-07,2852.1700,27.2934,16.8100,24.6800,16.8100,1057.5800
2009-10-06,2865.7000,27.5164,17.4300,25.7000,17.4300,1054.7200
2009-10-05,2790.7800,29.3201,18.3500,26.8400,18.3500,1040.4600
2009-10-02,2760.6000,30.1776,19.6400,28.6800,19.6400,1025.2100
2009-10-01,2810.4600,29.2240,19.4100,28.2700,19.4100,1029.8500
2009-09-30,2872.6300,26.8181,17.5200,25.6100,17.5200,1057.0800
2009-09-29,2892.4400,26.2436,17.3200,25.1900,17.3200,1060.6100
2009-09-28,2899.1200,26.4844,17.0100,24.8800,17.0100,1062.9800
2009-09-25,2831.9500,27.1017,17.4300,25.6100,17.4300,1044.3800
2009-09-24,2838.2200,27.1057,16.9600,24.9500,16.9600,1050.7800
2009-09-23,2887.2400,25.5973,15.8900,23.4900,15.8900,1060.8700
2009-09-22,2881.6000,25.5304,15.6000,23.0800,15.6000,1071.6600
2009-09-21,2872.5100,26.0353,16.4200,24.0600,16.4200,1064.6600
2009-09-18,2887.2400,25.6896,16.2500,23.9200,16.2500,1068.3000
2009-09-17,2895.4500,25.9097,16.0400,23.6500,16.0400,1065.4900
2009-09-16,2882.2800,25.9829,16.1300,23.6900,16.1300,1068.7600
2009-09-15,2843.0000,26.4976,16.0400,23.4200,16.0400,1052.6300
2009-09-14,2829.2500,26.8680,16.3100,23.8600,16.3100,1049.3400
2009-09-11,2831.3700,25.7152,16.5300,24.1500,16.5300,1042.7300
2009-09-10,2817.5000,25.9340,16.1700,23.5500,16.1700,1044.1400
2009-09-09,2820.5800,26.3146,16.6800,24.3200,16.6800,1033.3700
2009-09-08,2786.2500,27.4227,17.6500,25.6200,17.6500,1025.3900
2009-09-07,2783.8400,27.8430,17.6200,,17.6200,
2009-09-04,2743.3400,28.1169,17.7500,25.2600,17.7500,1016.4000
2009-09-03,2699.2200,30.3085,19.0100,27.1000,19.0100,1003.2400
2009-09-02,2703.7600,31.1240,20.3000,28.9000,20.3000,994.7500
2009-09-01,2715.7400,31.5390,20.3800,29.1500,20.3800,998.0400
2009-08-31,2775.1700,29.5215,18.1200,26.0100,18.1200,1020.6200
2009-08-28,2803.6500,27.5908,17.2300,24.7600,17.2300,1028.9300
2009-08-27,2777.6200,28.0978,17.3500,24.6800,17.3500,1030.9800
2009-08-26,2788.9000,28.3670,17.5300,24.9500,17.5300,1028.1200
2009-08-25,2801.1400,27.8497,17.3900,24.9200,17.3900,1028.0000
2009-08-24,2778.3400,28.2983,17.5600,25.1400,17.5600,1025.5700
2009-08-21,2745.6200,26.9520,17.4900,25.0100,17.4900,1026.1300
2009-08-20,2663.6700,28.4720,17.6200,25.0900,17.6200,1007.3700
2009-08-19,2622.8800,30.4972,18.4700,26.2600,18.4700,996.4600
2009-08-18,2630.6000,30.4847,18.5600,26.1800,18.5600,989.6700
2009-08-17,2603.7900,32.1671,19.8200,27.8900,19.8200,979.7300
2009-08-14,2669.4100,27.5200,17.0500,24.2700,17.0500,1004.0900
2009-08-13,2705.7400,26.3011,17.2900,24.7100,17.2900,1012.7300
2009-08-12,2688.2100,27.0173,17.9100,25.4500,17.9100,1005.8100
2009-08-11,2650.9400,27.8520,18.3800,25.9900,18.3800,994.3500
2009-08-10,2693.6100,26.8358,17.6400,24.9900,17.6400,1007.1000
2009-08-07,2706.2200,26.0442,17.4300,24.7600,17.4300,1010.4800
2009-08-06,2662.0100,26.9297,17.8700,25.6700,17.8700,997.0800
2009-08-05,2643.1300,27.5867,17.3100,24.9000,17.3100,1002.7200
2009-08-04,2670.9600,28.5486,17.2900,24.8900,17.2900,1005.6500
2009-08-03,2674.0700,29.5341,17.7300,25.5600,17.7300,1002.6300
2009-07-31,2638.1300,28.1252,18.2800,25.9200,18.2800,987.4800
2009-07-30,2654.7400,27.0683,18.0600,25.4000,18.0600,986.7500
2009-07-29,2600.3100,27.7072,18.2100,25.6100,18.2100,975.1500
2009-07-28,2573.0800,28.1188,17.6400,25.0100,17.6400,979.6200
2009-07-27,2601.4100,27.5235,17.0700,24.2800,17.0700,982.1800
2009-07-24,2582.7600,26.7054,16.2600,23.0900,23.0900,979.2600
2009-07-23,2585.7900,26.8172,16.4400,23.4300,23.4300,976.2900
2009-07-22,2528.8500,27.6468,16.5200,23.4700,23.4700,954.0700
2009-07-21,2519.9900,27.5213,16.7800,23.8700,23.8700,954.5800
2009-07-20,2500.6900,27.2222,17.1700,24.4000,24.4000,951.1300
2009-07-17,2469.2000,26.0077,17.2500,24.3400,24.3400,940.3800
2009-07-16,2458.9700,26.8815,18.0100,25.4200,25.4200,940.7400
2009-07-15,2451.0200,27.7768,18.3800,25.8900,25.8900,932.6800
2009-07-14,2370.7100,29.6485,17.9400,25.0200,25.0200,905.8400
2009-07-13,2345.2200,30.9220,18.8600,26.3100,26.3100,901.0500
2009-07-10,2281.4700,32.3493,20.8200,29.0200,29.0200,879.1300
2009-07-09,2313.8700,32.5730,21.3000,29.7800,29.7800,882.6800
2009-07-08,2291.3300,34.8517,22.5200,31.3000,31.3000,879.5600
2009-07-07,2320.9000,34.3639,22.0300,30.8500,30.8500,881.0300
2009-07-06,2343.8800,33.5458,20.8300,29.0000,29.0000,898.7200
2009-07-03,2376.4800,31.3897,19.9600,,27.9500,896.4200
2009-07-02,2369.6500,31.7683,19.9400,27.9500,27.9500,896.4200
2009-07-01,2449.7300,28.8440,18.5600,26.2200,26.2200,923.3300
2009-06-30,2401.6900,30.2413,18.7900,26.3500,26.3500,919.3200
2009-06-29,2437.7200,29.3802,18.0300,25.3500,25.3500,927.2300
2009-06-26,2389.9100,30.8491,18.4300,25.9300,25.9300,918.9000
2009-06-25,2402.3200,31.0569,18.9600,26.3600,26.3600,920.2600
2009-06-24,2418.4600,30.8450,20.7000,29.0500,29.0500,900.9400
2009-06-23,2353.4800,33.5941,21.8300,30.5800,30.5800,895.1000
2009-06-22,2359.2800,36.0495,22.4600,31.1700,31.1700,893.0400
2009-06-19,2434.7700,30.9232,20.1000,27.9900,27.9900,921.2300
2009-06-18,2414.4400,32.4386,21.5100,30.0300,30.0300,918.3700
2009-06-17,2383.7100,34.6359,22.7500,31.5400,31.5400,910.7100
2009-06-16,2425.9700,31.8921,23.5300,32.6800,32.6800,911.9700
2009-06-15,2431.4000,31.9685,22.2700,30.8100,30.8100,923.7200
2009-06-12,2509.2200,28.1235,20.1100,28.1500,28.1500,946.2100
2009-06-11,2522.3300,27.5128,19.9800,28.1100,28.1100,944.8900
2009-06-10,2500.9400,29.2578,20.3200,28.4600,28.4600,939.1500
2009-06-09,2479.3800,30.3638,20.1900,28.2700,28.2700,942.4300
2009-06-08,2468.3700,31.2235,21.4800,29.7700,29.7700,939.1400
2009-06-05,2503.1700,29.7774,21.1500,29.6200,29.6200,940.0900
2009-06-04,2487.0800,31.5158,21.2700,30.1800,30.1800,942.4600
2009-06-03,2483.3900,32.5020,21.8600,31.0200,31.0200,931.7600
2009-06-02,2534.1700,31.4130,20.7200,29.6300,29.6300,944.7400
2009-06-01,2537.3500,31.8040,21.2200,30.0400,30.0400,942.8700
2009-05-29,2451.2400,33.0374,20.4300,28.9200,28.9200,919.1400
2009-05-28,2453.1500,33.8191,22.7100,31.6700,31.6700,906.8300
2009-05-27,2479.4800,32.0679,23.2300,32.3600,32.3600,893.0600
2009-05-26,2468.4500,32.6654,21.8900,30.6200,30.6200,910.3300
2009-05-25,2440.2300,33.6486,23.2900,,32.6300,887.0000
2009-05-22,2433.5200,32.5318,23.3200,32.6300,32.6300,887.0000
2009-05-21,2423.7200,34.4813,22.7700,31.3500,31.3500,888.3300
2009-05-20,2487.1700,31.3056,21.0600,29.0300,29.0300,903.4700
2009-05-19,2459.5900,31.9277,21.1600,28.8000,28.8000,908.1300
2009-05-18,2422.7400,32.3116,22.4100,30.2400,30.2400,909.7100
2009-05-15,2364.1000,33.1914,24.3600,33.1200,33.1200,882.8800
2009-05-14,2353.5300,36.1110,23.0900,31.3700,31.3700,893.0700
2009-05-13,2357.3000,36.4547,24.7400,33.6500,33.6500,883.9200
2009-05-12,2424.3400,34.9507,23.3000,31.8000,31.8000,908.3500
2009-05-11,2433.5900,36.8538,24.1300,32.8700,32.8700,909.2400
2009-05-08,2462.3900,36.0588,23.7700,32.0500,32.0500,929.2300
2009-05-07,2406.0800,38.0156,24.9300,33.4400,33.4400,907.3900
2009-05-06,2437.2700,36.2625,24.4000,32.4500,32.4500,919.5300
2009-05-05,2407.5500,37.3667,24.9900,33.3600,33.3600,903.8000
2009-05-04,2419.5300,36.7636,25.8800,34.5300,34.5300,907.2400
2009-05-01,,,26.6400,35.3000,35.3000,877.5200
2009-04-30,2375.3400,36.8821,27.5500,36.5000,36.5000,872.8100
2009-04-29,2334.5900,37.4512,27.1900,36.0800,36.0800,873.6400
2009-04-28,2280.5200,39.7768,29.0200,37.9500,37.9500,855.1600
2009-04-27,2317.3600,37.8879,29.1900,38.3200,38.3200,857.5100
2009-04-24,2319.8900,37.3810,27.7900,36.8200,36.8200,866.2300
2009-04-23,2259.5400,39.1905,28.4800,37.1500,37.1500,851.9200
2009-04-22,2285.6900,39.5964,29.2800,38.1000,38.1000,843.5900
2009-04-21,2243.6300,40.8736,28.6700,37.1400,37.1400,850.0800
2009-04-20,2249.4400,41.0013,30.3200,39.1800,39.1800,832.3900
2009-04-17,2341.1500,36.7027,26.0200,33.9400,33.9400,869.6000
2009-04-16,2300.5100,37.2958,27.1400,35.7900,35.7900,865.3000
2009-04-15,2262.9600,39.7173,27.4500,36.1700,36.1700,852.0600
2009-04-14,2278.6500,40.2195,28.4100,37.6700,37.6700,841.5000
2009-04-13,,,28.3900,37.8100,37.8100,858.7300
2009-04-10,,,27.6600,,36.5300,856.5600
2009-04-09,2247.8900,37.6085,27.6600,36.5300,36.5300,856.5600
2009-04-08,2186.7900,38.9694,29.3600,38.8500,38.8500,825.1600
2009-04-07,2165.5600,40.1621,30.4300,40.3900,40.3900,815.5500
2009-04-06,2179.7300,41.0818,30.5300,40.9300,40.9300,835.4800
2009-04-03,2198.7500,40.5362,29.5700,39.7000,39.7000,842.5000
2009-04-02,2216.4900,42.0951,31.2700,42.0400,42.0400,834.3800
2009-04-01,2097.5700,41.7340,31.9600,42.2800,42.2800,811.0800
2009-03-31,2071.1300,42.4096,33.2500,44.1400,44.1400,797.8700
2009-03-30,2010.6100,44.9100,34.5900,45.5400,45.5400,787.5300
2009-03-27,2118.7600,40.3235,30.8400,41.0400,41.0400,815.9400
2009-03-26,2156.9700,39.0276,29.7700,40.3600,40.3600,832.8600
2009-03-25,2149.1800,40.2273,31.2100,42.2500,42.2500,813.8800
2009-03-24,2127.3700,40.8814,31.7500,42.9300,42.9300,806.1200
2009-03-23,2121.7200,41.9430,31.8600,43.2300,43.2300,822.9200
2009-03-20,2050.9600,43.4136,33.8300,45.8900,45.8900,768.5400
2009-03-19,2039.5800,42.6267,31.8200,43.6800,43.6800,784.0400
2009-03-18,2019.1900,42.9651,30.5600,40.0600,40.0600,794.3500
2009-03-17,2012.2500,43.4147,31.4500,40.8000,40.8000,778.1200
2009-03-16,2033.7200,43.5812,33.6500,43.7400,43.7400,753.8900
2009-03-13,1969.5200,43.8933,32.8600,42.3600,42.3600,756.5500
2009-03-12,1962.6400,45.3510,32.1800,41.1800,41.1800,750.7400
2009-03-11,1932.7900,45.0484,34.1400,43.6100,43.6100,721.3600
2009-03-10,1919.5300,45.3903,34.7900,44.3700,44.3700,719.6000
2009-03-09,1809.9800,47.2138,39.3200,49.6800,49.6800,676.5300
2009-03-06,1817.2400,49.5518,38.9600,49.3300,49.3300,683.3800
2009-03-05,1852.2500,47.1610,39.9800,50.1700,50.1700,682.5500
2009-03-04,1943.4600,44.6056,37.8700,47.5600,47.5600,712.8700
2009-03-03,1864.7300,48.6386,40.5300,50.9300,50.9300,696.3300
2009-03-02,1882.7900,49.5401,41.8200,52.6500,52.6500,700.8200
2009-02-27,1976.2300,42.8901,36.4900,46.3500,46.3500,735.0900
2009-02-26,2021.1400,42.3922,35.0300,44.6600,44.6600,752.8300
2009-02-25,1965.2600,47.2166,35.1900,44.6700,44.6700,764.9000
2009-02-24,1977.5000,49.5507,35.6800,45.4900,45.4900,773.1400
2009-02-23,1991.6300,50.2729,41.3200,52.6200,52.6200,743.3300
2009-02-20,2011.6800,48.5138,39.0800,49.3000,49.3000,770.0500
2009-02-19,2114.8400,45.1440,37.1000,47.0800,47.0800,778.9400
2009-02-18,2118.4700,47.9571,38.6700,48.4600,48.4600,788.4200
2009-02-17,2119.9800,48.4869,38.7000,48.6600,48.6600,789.1700
2009-02-16,2193.6400,44.3442,33.5500,,42.9300,826.8400
2009-02-13,2228.2900,41.8443,33.2500,42.9300,42.9300,826.8400
2009-02-12,2214.9500,44.3833,32.2900,41.2500,41.2500,835.1900
2009-02-11,2267.9000,43.4229,34.5100,44.5300,44.5300,833.7400
2009-02-10,2268.1500,44.8143,35.7900,46.6700,46.6700,827.1600
2009-02-09,2348.9500,42.2965,33.3900,43.6400,43.6400,869.8900
2009-02-06,2343.6600,41.8338,33.7400,43.3700,43.3700,868.6000
2009-02-05,2293.2300,42.5783,34.0600,43.7300,43.7300,845.8500
2009-02-04,2297.7300,41.6801,34.0400,43.8500,43.8500,832.2300
2009-02-03,2244.8900,45.1034,33.2000,43.0600,43.0600,838.5100
2009-02-02,2198.7400,47.7669,35.5500,45.5200,45.5200,825.4400
2009-01-30,2236.9800,44.7879,34.9900,44.8400,44.8400,825.8800
2009-01-29,2269.4000,44.0922,32.5900,42.6300,42.6300,845.1400
2009-01-28,2322.7800,42.9118,29.9900,39.6600,39.6600,874.0900
2009-01-27,2224.6200,44.5956,32.0800,42.2500,42.2500,845.7100
2009-01-26,2226.7700,47.0806,34.7900,45.6900,45.6900,836.5700
2009-01-23,2147.8700,50.2258,36.9600,47.2700,47.2700,831.9500
2009-01-22,2160.0700,50.2596,36.4900,47.2900,47.2900,827.5000
2009-01-21,2188.4300,52.8565,36.0500,46.4200,46.4200,840.2400
2009-01-20,2200.8000,53.5249,43.8700,56.6500,56.6500,805.2200
2009-01-19,2252.3900,50.4385,35.0600,,46.1100,850.1200
2009-01-16,2281.4500,48.8924,34.8000,46.1100,46.1100,850.1200
2009-01-15,2257.6700,56.3255,39.0400,51.0000,51.0000,843.7400
2009-01-14,2298.4600,52.9712,37.3300,49.1400,49.1400,842.6200
2009-01-13,2411.2800,46.2110,32.8400,43.2700,43.2700,871.7900
2009-01-12,2451.8700,44.3165,34.3300,45.8400,45.8400,870.2600
2009-01-09,2486.5900,41.2944,31.7000,42.8200,42.8200,890.3500
2009-01-08,2516.5600,41.7652,31.0200,42.5600,42.5600,909.7300
2009-01-07,2538.5500,40.8587,31.7900,43.3900,43.3900,906.6500
2009-01-06,2578.4300,40.2438,28.8100,38.5600,38.5600,934.7000
2009-01-05,2553.4100,41.2661,28.6600,39.0800,39.0800,927.4500
2009-01-02,2536.4700,42.0759,28.1300,39.1900,39.1900,931.8000
2009-01-01,,,28.7800,,40.0000,903.2500
2008-12-31,2447.6200,,28.7800,40.0000,40.0000,903.2500
2008-12-30,2451.4800,43.8670,29.4300,41.6300,41.6300,890.6400
2008-12-29,2388.3000,43.1535,30.8400,43.9000,43.9000,869.4200
2008-12-26,,,30.8700,43.3800,43.3800,872.8000
2008-12-25,,,31.6100,,44.2100,868.1500
2008-12-24,2377.4200,,31.6100,44.2100,44.2100,868.1500
2008-12-23,2382.1400,40.2933,32.2900,45.0200,45.0200,863.1600
2008-12-22,2397.6500,40.2847,32.0100,44.5600,44.5600,871.6300
2008-12-19,2444.1400,41.3543,32.2500,44.9300,44.9300,887.8800
2008-12-18,2452.4200,46.9906,32.7000,47.3400,47.3400,885.2800
2008-12-17,2444.4600,49.6669,34.7900,49.8400,49.8400,904.4200
2008-12-16,2450.3600,50.8983,38.0600,52.3700,52.3700,913.1800
2008-12-15,2407.4700,53.2142,41.5200,56.7600,56.7600,868.5700
2008-12-12,2418.9100,52.8018,40.5900,54.2800,54.2800,879.7300
2008-12-11,2485.3900,48.9477,42.1600,55.7800,55.7800,873.5900
2008-12-10,2495.5800,50.4021,42.9100,55.7300,55.7300,899.2400
2008-12-09,2480.7900,52.6486,45.6800,58.9100,58.9100,888.6700
2008-12-08,2449.2800,54.4561,45.2400,58.4900,58.4900,909.7000
2008-12-05,2252.0900,58.7765,47.2700,59.9300,59.9300,876.0700
2008-12-04,2368.7200,54.5307,49.9600,63.6400,63.6400,845.2200
2008-12-03,2369.5200,54.1926,47.8400,60.7200,60.7200,870.7400
2008-12-02,2354.1300,55.7250,49.5300,62.9800,62.9800,848.8100
2008-12-01,2288.3900,57.5519,54.3900,68.5100,68.5100,816.2100
2008-11-28,2430.3100,51.4443,43.5600,55.2800,55.2800,896.2400
2008-11-27,2427.9700,51.4683,42.6500,,54.9200,887.6800
2008-11-26,2373.8200,56.4852,42.6000,54.9200,54.9200,887.6800
2008-11-25,2385.9000,61.2037,46.8900,60.9000,60.9000,857.3900
2008-11-24,2380.3000,63.6637,50.4300,64.7000,64.7000,851.8100
2008-11-21,2165.9100,74.1350,58.0900,72.6700,72.6700,800.0300
2008-11-20,2225.9900,72.8475,64.5700,80.8600,80.8600,752.4400
2008-11-19,2295.3600,68.5178,58.6900,74.2600,74.2600,806.5800
2008-11-18,2390.1000,63.9043,53.4900,67.6400,67.6400,859.1200
2008-11-17,2364.8300,66.8718,54.7000,69.1500,69.1500,850.7500
2008-11-14,2456.4300,62.4765,52.3000,66.3100,66.3100,873.2900
2008-11-13,2429.9400,64.4387,47.6000,59.8300,59.8300,911.2900
2008-11-12,2400.7400,66.4230,53.0700,66.4600,66.4600,852.3000
2008-11-11,2483.6100,63.4876,48.9700,61.4400,61.4400,898.9500
2008-11-10,2625.8400,55.6689,46.7900,59.9800,59.9800,919.2100
2008-11-07,2602.5400,56.5929,43.8800,56.1000,56.1000,930.9900
2008-11-06,2542.0400,60.7084,49.8100,63.6800,63.6800,904.8800
2008-11-05,2710.6500,49.1021,41.7900,54.5600,54.5600,952.7700
2008-11-04,2755.1200,47.9394,36.8100,47.7300,47.7300,1005.7500
2008-11-03,2610.0400,54.6093,42.0700,53.6800,53.6800,966.3000
2008-10-31,2591.7600,60.6773,47.2300,59.8900,59.8900,968.7500
2008-10-30,2528.0400,66.1426,48.9500,62.9000,62.9000,954.0900
2008-10-29,2515.2400,71.0051,54.4400,69.9600,69.9600,930.0900
2008-10-28,2381.6800,74.6871,53.6700,66.9600,66.9600,940.5100
2008-10-27,2293.0500,76.5431,64.3100,80.0600,80.0600,848.9200
2008-10-24,2333.2800,74.7359,62.1300,79.1300,79.1300,876.7700
2008-10-23,2452.0300,64.7090,52.6300,67.8000,67.8000,908.1100
2008-10-22,2457.9700,61.8945,53.9600,69.6500,69.6500,896.7800
2008-10-21,2598.9700,56.1841,40.2800,53.1100,53.1100,955.0500
2008-10-20,2613.6800,63.2838,39.8000,52.9700,52.9700,985.4000
2008-10-17,2532.1700,77.1459,52.2900,70.3300,70.3300,940.5500
2008-10-16,2423.8000,87.5127,50.4300,67.6100,67.6100,946.4300
2008-10-15,2578.0600,65.4530,50.9900,69.2500,69.2500,907.8400
2008-10-14,2756.7400,60.3095,40.4500,55.1300,55.1300,998.0100
2008-10-13,2688.3200,67.0469,40.4800,54.9900,54.9900,1003.3500
2008-10-10,2421.8700,81.0342,51.7900,69.9500,69.9500,899.2200
2008-10-09,2629.0400,58.3927,46.8300,63.9200,63.9200,909.9200
2008-10-08,2694.5500,60.6701,42.1600,57.5300,57.5300,984.9400
2008-10-07,2879.4500,50.7059,39.3600,53.6800,53.6800,996.2300
2008-10-06,2868.9700,51.0569,38.5600,52.0500,52.0500,1056.8900
2008-10-03,3113.8200,41.1630,32.6900,45.1400,45.1400,1099.2300
2008-10-02,3007.5100,42.9811,32.7900,45.2600,45.2600,1114.2800
2008-10-01,3067.3500,41.9211,28.4300,39.8100,39.8100,1161.0600
2008-09-30,3038.2000,40.3874,28.0400,39.3900,39.3900,1166.3600
2008-09-29,3008.1900,39.4009,32.3700,46.7200,46.7200,1106.3900
2008-09-26,3156.4600,38.3677,23.7800,34.7400,34.7400,1213.0100
2008-09-25,3207.1100,32.6568,22.3700,32.8200,32.8200,1209.1800
2008-09-24,3119.8300,32.6200,24.0000,35.1900,35.1900,1185.8700
2008-09-23,3139.8300,32.5721,24.2600,35.7200,35.7200,1188.2200
2008-09-22,3181.7700,32.7151,23.1300,33.8500,33.8500,1207.0900
2008-09-19,3253.5200,35.1890,22.2600,32.0700,32.0700,1255.0800
2008-09-18,3000.8300,37.5541,23.0300,33.1000,33.1000,1206.5100
2008-09-17,3018.7700,37.5264,25.5200,36.2200,36.2200,1156.3900
2008-09-16,3088.4300,36.1855,21.4600,30.3000,30.3000,1213.5900
2008-09-15,3151.1700,32.5904,22.3400,31.7000,31.7000,1192.7000
2008-09-12,3278.0200,27.0376,18.1000,25.6600,25.6600,1251.7000
2008-09-11,3222.1000,28.0361,17.5200,24.3900,24.3900,1249.0500
2008-09-10,3242.0200,27.5169,17.4500,24.5200,24.5200,1232.0400
2008-09-09,3261.0700,26.7135,18.0200,25.4700,25.4700,1224.5100
2008-09-08,3284.1200,26.1796,15.9400,22.6400,22.6400,1267.7900
2008-09-05,3185.8300,26.8459,16.1700,23.0600,23.0600,1242.3100
2008-09-04,3274.8200,24.9709,16.7000,24.0300,24.0300,1236.8300
2008-09-03,3368.9700,22.1760,14.8200,21.4300,21.4300,1274.9800
2008-09-02,3416.4600,21.2336,15.1400,21.9900,21.9900,1277.5800
2008-09-01,3364.4000,21.6154,14.1500,,20.6500,1282.8300
2008-08-29,3365.6300,21.0605,14.0300,20.6500,20.6500,1282.8300
2008-08-28,3359.4200,21.1090,13.2000,19.4300,19.4300,1300.6800
2008-08-27,3299.1500,21.8920,13.4400,19.7600,19.7600,1281.6600
2008-08-26,3297.4200,22.0995,13.9900,20.4900,20.4900,1271.5100
2008-08-25,3280.4100,22.9001,14.1900,20.9700,20.9700,1266.8400
2008-08-22,3312.4100,21.6044,12.7000,18.8100,18.8100,1292.2000
2008-08-21,3248.9200,23.2701,13.3200,19.8200,19.8200,1277.7200
2008-08-20,3295.2800,22.9651,13.8700,20.4200,20.4200,1274.5400
2008-08-19,3279.7500,24.0236,14.4700,21.2800,21.2800,1266.6900
2008-08-18,3366.0900,21.8863,14.2700,20.9800,20.9800,1278.6000
2008-08-15,3367.6200,22.1116,13.3300,19.5800,19.5800,1298.2000
2008-08-14,3356.8400,23.1770,13.6500,20.3400,20.3400,1292.9300
2008-08-13,3354.7500,24.3456,14.4900,21.5500,21.5500,1285.8300
2008-08-12,3436.8500,22.5546,14.2000,21.1700,21.1700,1289.5900
2008-08-11,3445.6600,22.3518,13.4100,20.1200,20.1200,1305.3200
2008-08-08,3408.4800,22.1286,13.7400,20.6600,20.6600,1296.3200
2008-08-07,3397.2500,22.6124,13.7600,21.1500,21.1500,1266.0700
