Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
2006-02-10,3695.6300,15.7219,10.8000,12.8700,12.8700,1266.9900
2006-02-09,3726.8100,15.5128,10.9800,13.1200,13.1200,1263.7700
2006-02-08,3671.3700,16.1962,10.7400,12.8300,12.8300,1265.6500
2006-02-07,3680.8000,16.3970,11.3700,13.5900,13.5900,1254.7800
2006-02-06,3682.3200,16.3376,10.8900,13.0400,13.0400,1265.0200
2006-02-03,3678.4800,16.0434,10.8000,12.9600,12.9600,1264.0300
2006-02-02,3677.0500,16.1795,10.9500,13.2300,13.2300,1270.8400
2006-02-01,3728.3400,15.4234,10.2200,12.3600,12.3600,1282.4600
2006-01-31,3691.4100,15.8548,10.6600,12.9500,12.9500,1280.0800
2006-01-30,3677.5200,15.5187,10.2500,12.3900,12.3900,1285.2000
2006-01-27,3685.4800,15.1492,9.8600,11.9700,11.9700,1283.7200
2006-01-26,3641.4200,14.7677,10.1400,12.4200,12.4200,1273.8300
2006-01-25,3578.0000,14.9750,10.4900,12.8700,12.8700,1264.6800
2006-01-24,3532.6800,15.6608,10.8400,13.3100,13.3100,1266.8600
2006-01-23,3544.3100,16.3070,11.3400,13.9300,13.9300,1263.8200
2006-01-20,3550.8000,16.0032,12.0400,14.5600,14.5600,1261.4900
2006-01-19,3593.2200,15.4303,9.8900,11.9800,11.9800,1285.0400
2006-01-18,3570.1700,15.8139,10.1200,12.2500,12.2500,1277.9500
2006-01-17,3610.0700,15.2464,9.8700,11.9100,11.9100,1282.9500
2006-01-16,3644.4100,14.2488,9.2700,,11.2300,1287.6100
2006-01-13,3629.2500,14.3896,9.3000,11.2300,11.2300,1287.6100
2006-01-12,3670.2000,13.6515,9.3000,11.2000,11.2000,1286.0600
2006-01-11,3668.6100,13.9825,9.0400,10.9400,10.9400,1294.1800
2006-01-10,3644.9400,14.5109,9.0000,10.8600,10.8600,1289.6900
2006-01-09,3671.7800,14.3612,9.2200,11.1300,11.1300,1290.1500
2006-01-06,3666.9900,13.7315,9.0600,11.0000,11.0000,1285.4500
2006-01-05,3650.2400,14.1421,9.3500,11.3100,11.3100,1273.4800
2006-01-04,3652.4600,13.9452,9.4100,11.3700,11.3700,1273.4600
2006-01-03,3614.3400,14.3069,9.3000,11.1400,11.1400,1268.8000
2006-01-02,3604.3300,14.3599,10.2300,,12.0700,1248.2900
2005-12-30,3578.9300,14.4770,10.2300,12.0700,12.0700,1248.2900
2005-12-29,3616.3300,13.3340,9.8000,11.6100,11.6100,1254.4200
2005-12-28,3605.1200,13.1741,9.5300,11.3500,11.3500,1258.1700
2005-12-27,3612.2100,12.6053,9.7500,11.5700,11.5700,1256.5400
2005-12-26,,,8.6500,,10.2700,1268.6600
2005-12-23,3599.4700,12.0709,8.6500,10.2700,10.2700,1268.6600
2005-12-22,3591.0200,12.4678,8.6700,10.2900,10.2900,1268.1200
2005-12-21,3591.9400,12.4621,9.1500,10.8100,10.8100,1262.7900
2005-12-20,3561.1100,12.4045,9.4100,11.1900,11.1900,1259.6200
2005-12-19,3551.1000,12.5818,9.4900,11.3800,11.3800,1259.9200
2005-12-16,3556.7600,12.3556,8.9000,10.6800,10.6800,1267.3200
2005-12-15,3522.3000,13.4201,8.9800,10.7300,10.7300,1270.9400
2005-12-14,3519.1200,13.5334,8.7100,10.4800,10.4800,1272.7400
2005-12-13,3528.3400,13.1020,9.3100,11.1100,11.1100,1267.4300
2005-12-12,3514.0700,13.2823,9.6000,11.4700,11.4700,1260.4300
2005-12-09,3500.8000,13.1098,9.8800,11.6900,11.6900,1259.3700
2005-12-08,3510.3800,13.5905,10.3300,12.2100,12.2100,1255.8400
2005-12-07,3505.3400,13.8452,10.3900,12.1800,12.1800,1257.3700
2005-12-06,3516.8400,13.4236,9.7800,11.5200,11.5200,1263.7000
2005-12-05,3499.4000,13.7529,9.8600,11.6000,11.6000,1262.0900
2005-12-02,3519.6600,12.9378,9.4200,11.0100,11.0100,1265.0800
2005-12-01,3501.5400,12.9933,9.6000,11.2400,11.2400,1264.6700
2005-11-30,3447.0700,13.9602,10.2300,12.0600,12.0600,1249.4800
2005-11-29,3463.6700,14.0360,10.1100,11.8900,11.8900,1257.4800
2005-11-28,3453.1100,13.8849,10.0400,11.8400,11.8400,1257.4600
2005-11-25,3466.0800,13.3416,9.2700,10.8800,10.8800,1268.2500
2005-11-24,3459.1500,13.2397,9.3000,,10.9600,1265.6100
2005-11-23,3471.4300,13.1907,9.3000,10.9600,10.9600,1265.6100
2005-11-22,3450.5100,13.5828,9.0500,10.6000,10.6000,1261.2300
2005-11-21,3450.0100,13.8128,9.2200,10.8200,10.8200,1254.8500
2005-11-18,3427.1800,14.7475,9.5000,11.1200,11.1200,1248.2700
2005-11-17,3404.1200,14.8319,9.5900,11.2500,11.2500,1242.8000
2005-11-16,3391.5900,15.0447,10.5100,12.2600,12.2600,1231.2100
2005-11-15,3413.9600,15.3937,10.4800,12.2300,12.2300,1229.0100
2005-11-14,3412.1900,14.6517,10.4100,12.1800,12.1800,1233.7600
2005-11-11,3406.2300,14.3744,9.9400,11.6300,11.6300,1234.7200
2005-11-10,3361.0500,14.8490,10.1300,11.9000,11.9000,1230.9600
2005-11-09,3355.7700,15.0848,10.9100,12.8000,12.8000,1220.6500
2005-11-08,3361.7500,15.8650,11.1200,13.0800,13.0800,1218.5900
2005-11-07,3362.8300,16.0806,11.1100,13.1000,13.1000,1222.8100
2005-11-04,3355.2800,15.5152,11.1500,13.1700,13.1700,1220.1400
2005-11-03,3361.6400,15.8400,10.8300,13.0000,13.0000,1219.9400
2005-11-02,3320.6200,16.9304,11.1700,13.4800,13.4800,1214.7600
2005-11-01,3312.4500,17.5434,12.3800,14.8500,14.8500,1202.7600
2005-10-31,3320.1500,17.4308,12.7900,15.3200,15.3200,1207.0100
2005-10-28,3245.9800,17.8759,11.7800,14.2500,14.2500,1198.4100
2005-10-27,3241.1400,17.6939,13.1900,16.0200,16.0200,1178.9000
2005-10-26,3304.2700,16.4710,12.0800,14.5900,14.5900,1191.3800
2005-10-25,3292.5200,17.2463,12.0100,14.5300,14.5300,1196.5400
2005-10-24,3310.1300,17.1387,12.3000,14.7400,14.7400,1199.3800
2005-10-21,3271.0500,18.3237,13.4200,16.1300,16.1300,1179.5900
2005-10-20,3284.7800,18.5450,13.4500,16.1100,16.1100,1177.8000
2005-10-19,3279.6100,18.7418,11.2600,13.5000,13.5000,1195.7600
2005-10-18,3334.7900,16.5209,12.8500,15.3300,15.3300,1178.1400
2005-10-17,3356.7700,16.5186,12.2000,14.6700,14.6700,1190.1000
2005-10-14,3349.5800,16.6343,12.3200,14.8700,14.8700,1186.5700
2005-10-13,3331.4200,17.7423,13.8000,16.4700,16.4700,1176.8400
2005-10-12,3359.8500,17.0988,13.4800,16.2200,16.2200,1177.6800
2005-10-11,3387.4600,16.4709,13.0300,15.6300,15.6300,1184.8700
2005-10-10,3381.1700,16.6092,12.9100,15.5500,15.5500,1187.3300
2005-10-07,3374.1000,16.4641,12.0400,14.5900,14.5900,1195.9000
2005-10-06,3384.1500,16.4451,12.3300,14.9600,14.9600,1191.4900
2005-10-05,3418.8400,15.8574,12.1700,14.5500,14.5500,1196.3900
2005-10-04,3464.2300,14.9727,11.0600,13.2000,13.2000,1214.4700
2005-10-03,3449.3400,14.5633,10.4600,12.4600,12.4600,1226.7000
2005-09-30,3428.5100,14.5562,9.8900,11.9200,11.9200,1228.8100
2005-09-29,3412.7500,15.2485,10.1900,12.2400,12.2400,1227.7000
2005-09-28,3429.4200,14.6788,10.5200,12.6300,12.6300,1216.8900
2005-09-27,3384.2400,14.7934,10.6300,12.7600,12.7600,1215.6500
2005-09-26,3400.9300,14.4536,10.8400,13.0400,13.0400,1215.6300
2005-09-23,3331.5500,14.8485,10.7400,12.9600,12.9600,1215.2900
2005-09-22,3312.2600,15.6048,10.9800,13.3300,13.3300,1214.6200
2005-09-21,3326.7800,15.6703,11.2800,13.7900,13.7900,1210.2000
2005-09-20,3375.7900,14.6666,10.3800,12.6400,12.6400,1221.3400
2005-09-19,3356.2800,14.7522,9.9900,12.1400,12.1400,1231.0200
2005-09-16,3366.5700,15.4826,9.1800,11.2200,11.2200,1237.9100
2005-09-15,3339.0200,15.3107,10.2200,12.4900,12.4900,1227.7300
2005-09-14,3338.9900,15.3469,10.4900,12.9100,12.9100,1227.1600
2005-09-13,3325.5500,15.7792,10.0900,12.3900,12.3900,1231.2000
2005-09-12,3354.6400,14.7351,9.4800,11.6500,11.6500,1240.5600
2005-09-09,3359.6500,14.0772,9.6400,11.9800,11.9800,1241.4800
2005-09-08,3346.6300,14.1908,10.4200,12.9300,12.9300,1231.6700
2005-09-07,3349.4600,14.2198,10.0600,12.5200,12.5200,1236.3600
2005-09-06,3341.8000,14.2890,10.3600,12.9300,12.9300,1233.3900
2005-09-05,3303.0500,14.6156,10.8400,,13.5700,1218.0200
2005-09-02,3274.4200,15.0230,10.8200,13.5700,13.5700,1218.0200
2005-09-01,3282.2900,14.7469,10.5500,13.1500,13.1500,1221.5900
2005-08-31,3263.7800,15.1539,10.2500,12.6000,12.6000,1220.3300
2005-08-30,3234.1000,15.9397,11.2000,13.6500,13.6500,1208.4100
2005-08-29,3239.9600,16.6678,11.0200,13.5200,13.5200,1212.2800
2005-08-26,3224.1000,16.7371,11.1300,13.7200,13.7200,1205.1000
2005-08-25,3258.5200,15.8729,11.1700,13.7300,13.7300,1212.3900
2005-08-24,3294.2500,15.3001,11.5600,14.1700,14.1700,1209.5900
2005-08-23,3299.2800,15.3299,10.9300,13.3400,13.3400,1217.5700
2005-08-22,3330.4400,14.7976,10.9700,13.4200,13.4200,1221.7300
2005-08-19,3328.1700,14.7124,11.0500,13.4200,13.4200,1219.7100
2005-08-18,3283.8400,15.7719,11.0200,13.4200,13.4200,1219.0200
2005-08-17,3298.2000,15.9175,10.8100,13.3000,13.3000,1220.2400
2005-08-16,3307.4200,15.6063,10.9700,13.5200,13.5200,1219.3400
2005-08-15,3326.3400,15.3025,9.9100,12.2600,12.2600,1233.8700
2005-08-12,3334.1500,14.9645,10.2500,12.7400,12.7400,1230.3900
2005-08-11,3354.1600,14.7486,9.9800,12.4200,12.4200,1237.8100
2005-08-10,3370.8400,13.9786,10.0000,12.3800,12.3800,1229.1300
2005-08-09,3331.2900,14.4624,10.0400,12.4000,12.4000,1231.3800
2005-08-08,3292.4100,15.2119,10.6800,13.2100,13.2100,1223.1300
2005-08-05,3280.4900,14.9563,10.1200,12.4800,12.4800,1226.4200
2005-08-04,3310.6200,14.1573,10.1200,12.5200,12.5200,1235.8600
2005-08-03,3343.6300,13.3723,9.6000,11.8300,11.8300,1245.0400
2005-08-02,3349.9100,12.8090,9.6200,11.7500,11.7500,1244.1200
2005-08-01,3320.4400,13.5152,9.8900,12.0800,12.0800,1235.3500
2005-07-29,3326.5100,13.2763,9.5300,11.5700,11.5700,1234.1800
2005-07-28,3333.0500,12.9713,8.7100,10.5200,10.5200,1243.7200
2005-07-27,3310.8400,12.8418,8.6100,10.3600,10.3600,1236.7900
2005-07-26,3302.9800,13.3918,9.1400,10.9900,10.9900,1231.1600
2005-07-25,3298.2700,14.1148,9.2000,11.1000,11.1000,1229.0300
2005-07-22,3292.9200,13.6500,8.6800,10.5200,10.5200,1233.6800
2005-07-21,3299.9200,13.7472,9.0500,10.9700,10.9700,1227.0400
2005-07-20,3303.8800,13.0295,8.5200,10.2300,10.2300,1235.2000
2005-07-19,3314.0600,12.4980,8.7200,10.4500,10.4500,1229.3500
2005-07-18,3276.4900,12.6721,8.9300,10.7700,10.7700,1221.1300
2005-07-15,3278.7100,12.7737,8.5800,10.3300,10.3300,1227.9200
2005-07-14,3277.2000,12.9773,8.9300,10.8100,10.8100,1226.5000
2005-07-13,3260.6700,13.1659,8.9600,10.8400,10.8400,1223.2900
2005-07-12,3236.3300,13.8737,8.9800,10.9500,10.9500,1222.2100
2005-07-11,3246.4000,13.1677,9.3500,11.2800,11.2800,1219.4400
2005-07-08,3224.5900,12.9572,9.6000,11.4500,11.4500,1211.8600
2005-07-07,3170.0600,15.7155,10.4500,12.4900,12.4900,1197.8700
2005-07-06,3224.1100,12.2459,10.2900,12.2700,12.2700,1194.9400
2005-07-05,3207.9100,12.5991,9.8100,11.6800,11.6800,1204.9900
2005-07-04,3215.6000,12.0091,9.5700,,11.4000,1194.4400
2005-07-01,3208.6100,11.9381,9.5300,11.4000,11.4000,1194.4400
2005-06-30,3181.5400,12.3777,9.9500,12.0400,12.0400,1191.3300
2005-06-29,3178.5600,12.2629,9.7500,11.7700,11.7700,1199.8500
2005-06-28,3162.0000,12.6795,9.5900,11.5800,11.5800,1201.5700
2005-06-27,3132.5000,13.3037,10.2900,12.5200,12.5200,1190.6900
2005-06-24,3161.0000,12.5237,10.0800,12.1800,12.1800,1191.5700
2005-06-23,3190.8000,11.9247,10.0600,12.1300,12.1300,1200.7300
2005-06-22,3182.0800,12.3862,9.1100,11.0500,11.0500,1213.8800
2005-06-21,3179.6200,12.4507,9.1300,11.0800,11.0800,1213.6100
2005-06-20,3162.1400,12.9133,9.4500,11.4700,11.4700,1216.1000
2005-06-17,3178.4800,12.5633,9.3900,11.4800,11.4800,1216.9600
2005-06-16,3160.0900,13.0157,9.2300,11.1500,11.1500,1210.9600
2005-06-15,3147.5500,13.4793,9.4600,11.4600,11.4600,1206.5800
2005-06-14,3162.8600,12.3775,9.7900,11.7900,11.7900,1203.9100
2005-06-13,3159.8300,12.7563,9.6800,11.6500,11.6500,1200.8200
2005-06-10,3143.8500,12.7016,9.8700,11.9600,11.9600,1198.1100
2005-06-09,3122.9300,13.2200,9.9100,12.0800,12.0800,1200.9300
2005-06-08,3125.5900,12.9902,10.3000,12.7000,12.7000,1194.6700
2005-06-07,3134.8200,12.6671,10.1000,12.3900,12.3900,1197.2600
2005-06-06,3099.2000,13.3629,10.0000,12.2800,12.2800,1197.5100
2005-06-03,3114.2700,12.9397,9.9000,12.1500,12.1500,1196.0200
2005-06-02,3131.0300,12.8725,9.6400,11.8400,11.8400,1204.2900
2005-06-01,3125.8800,12.9959,10.0800,12.3600,12.3600,1202.2700
2005-05-31,3076.7000,13.5138,10.7600,13.2900,13.2900,1191.5000
2005-05-30,3096.5400,12.8239,9.7400,,12.1500,1198.7800
2005-05-27,3084.0000,12.9451,9.6900,12.1500,12.1500,1198.7800
2005-05-26,3086.0800,12.7135,9.7700,12.2400,12.2400,1197.6200
2005-05-25,3059.8400,13.4681,9.9900,12.5800,12.5800,1190.0100
2005-05-24,3066.5500,13.3860,10.0900,12.6900,12.6900,1194.0700
2005-05-23,3070.9800,13.2149,10.2900,12.9500,12.9500,1193.8600
2005-05-20,3050.4500,13.5132,10.4700,13.1400,13.1400,1189.2800
2005-05-19,3051.7900,13.7944,10.5600,13.3200,13.3200,1191.0800
2005-05-18,3036.3000,14.0947,10.7800,13.6300,13.6300,1185.5600
2005-05-17,2983.8400,15.6896,11.5300,14.5700,14.5700,1173.8000
2005-05-16,2988.1600,15.5249,12.4200,15.6800,15.6800,1165.6900
2005-05-13,2994.5200,15.0693,12.9000,16.3200,16.3200,1154.0500
2005-05-12,2993.0900,14.8536,12.6800,16.1200,16.1200,1159.3600
2005-05-11,2970.5000,15.6572,11.2800,14.4500,14.4500,1171.1100
2005-05-10,2983.4200,15.2831,11.5800,14.9100,14.9100,1166.2200
2005-05-09,3007.1000,14.2322,10.7200,13.7500,13.7500,1178.8400
2005-05-06,3019.2600,13.3008,10.9400,14.0500,14.0500,1171.3500
2005-05-05,3004.5200,13.5342,10.8000,13.9800,13.9800,1172.6300
2005-05-04,2981.0400,14.3329,10.6900,13.8500,13.8500,1175.6500
2005-05-03,2962.5900,15.1480,11.2700,14.5300,14.5300,1161.1700
2005-05-02,2949.0900,15.9563,11.7800,15.1200,15.1200,1162.1600
2005-04-29,2930.1000,16.7920,11.8600,15.3100,15.3100,1156.8500
2005-04-28,2930.8700,16.5344,13.0500,16.8600,16.8600,1143.2200
2005-04-27,2942.6200,16.5913,11.4700,14.8700,14.8700,1156.3800
2005-04-26,2983.2200,15.0498,11.5100,14.9100,14.9100,1151.7400
2005-04-25,2987.0500,15.1246,11.2600,14.6200,14.6200,1162.1000
2005-04-22,2976.3900,15.2649,11.7600,15.3800,15.3800,1152.1200
2005-04-21,2950.3400,16.7983,10.9900,14.4100,14.4100,1159.9500
2005-04-20,2944.3300,17.3837,12.9500,16.9200,16.9200,1137.5000
2005-04-19,2957.3700,17.1800,11.4800,14.9600,14.9600,1152.7800
2005-04-18,2947.7900,18.3100,12.7300,16.5600,16.5600,1145.9800
2005-04-15,3013.7900,15.3900,13.7200,17.7400,17.7400,1142.6200
2005-04-14,3075.3300,12.2400,11.3400,14.5300,14.5300,1162.0500
2005-04-13,3080.5400,12.2100,10.3200,13.3100,13.3100,1173.7900
2005-04-12,3065.1800,12.4700,8.7700,11.3000,11.3000,1187.7600
2005-04-11,3080.6000,12.0200,9.2400,11.9800,11.9800,1181.2100
2005-04-08,3088.9200,11.7900,9.8200,12.6200,12.6200,1181.2000
2005-04-07,3090.7200,11.7200,9.5600,12.3300,12.3300,1191.1400
2005-04-06,3076.2300,12.2900,10.2300,13.1500,13.1500,1184.0700
2005-04-05,3064.0700,12.7200,10.6600,13.6800,13.6800,1181.3900
2005-04-04,3042.1700,13.6700,11.0000,14.1100,14.1100,1176.1200
2005-04-01,3061.1100,12.6100,10.8700,14.0900,14.0900,1172.9200
2005-03-31,3055.7300,13.2400,10.7900,14.0200,14.0200,1180.5900
2005-03-30,3056.2500,13.2700,10.5200,13.6400,13.6400,1181.4100
2005-03-29,3069.3500,13.0600,11.2200,14.4900,14.4900,1165.3600
2005-03-28,,,10.6800,13.7500,13.7500,1174.2800
2005-03-25,,12.4800,10.3500,,13.4200,1171.4200
2005-03-24,3060.6700,12.4800,10.3500,13.4200,13.4200,1171.4200
2005-03-23,3036.8500,13.4700,10.8000,14.0600,14.0600,1172.5300
2005-03-22,3050.4400,13.3600,10.8100,14.2700,14.2700,1171.7100
2005-03-21,3038.1400,13.3900,10.3200,13.6100,13.6100,1183.7800
2005-03-18,3053.5400,12.8300,9.8900,13.1400,13.1400,1189.6500
2005-03-17,3039.8000,13.4600,9.9300,13.2900,13.2900,1190.2100
2005-03-16,3032.1300,14.5700,10.0400,13.4900,13.4900,1188.0700
2005-03-15,3083.7300,12.4900,9.8800,13.1500,13.1500,1197.7500
2005-03-14,3060.7200,13.3500,9.2700,12.3900,12.3900,1206.8300
2005-03-11,3060.3600,12.9600,9.5100,12.8000,12.8000,1200.0800
2005-03-10,3053.6600,13.4700,9.3100,12.4900,12.4900,1209.2500
2005-03-09,3081.9900,12.5300,9.5100,12.7000,12.7000,1207.0100
2005-03-08,3097.3400,12.0000,9.2900,12.4000,12.4000,1219.4300
2005-03-07,3114.5400,11.7200,9.2900,12.2600,12.2600,1225.3100
2005-03-04,3106.8600,11.9300,9.0100,11.9400,11.9400,1222.1200
2005-03-03,3078.1100,12.5700,9.8500,12.9300,12.9300,1210.4700
2005-03-02,3082.7100,12.8600,9.5300,12.5000,12.5000,1210.0800
2005-03-01,3078.4400,12.3500,9.1300,12.0400,12.0400,1210.4100
2005-02-28,3058.3200,12.8900,9.1000,12.0800,12.0800,1203.6000
2005-02-25,3062.7200,12.2100,8.7100,11.4900,11.4900,1211.3700
2005-02-24,3024.8000,13.1900,8.7600,11.5700,11.5700,1200.2000
2005-02-23,3028.0800,13.9900,9.3900,12.3900,12.3900,1190.8000
2005-02-22,3045.2400,13.4900,9.9400,13.1400,13.1400,1184.1600
2005-02-21,3063.6400,13.2400,8.5500,,11.1800,1201.5900
2005-02-18,3072.0400,13.0100,8.5600,11.1800,11.1800,1201.5900
2005-02-17,3067.3400,13.5700,9.0100,11.7700,11.7700,1200.7500
2005-02-16,3068.5500,13.6600,8.5500,11.1000,11.1000,1210.3400
2005-02-15,3086.9500,12.3500,8.6900,11.2700,11.2700,1210.1200
2005-02-14,3075.7600,12.5200,8.8900,11.5200,11.5200,1206.1400
2005-02-11,3080.0800,11.9900,8.8800,11.4300,11.4300,1205.3000
2005-02-10,3044.0000,12.0400,8.9300,11.5100,11.5100,1197.0100
2005-02-09,3044.3600,12.1900,9.3800,12.0000,12.0000,1191.9900
2005-02-08,3055.8900,11.9200,9.0800,11.6000,11.6000,1202.3000
2005-02-07,3051.9700,11.9900,9.1400,11.7300,11.7300,1201.7200
2005-02-04,3037.1300,11.6000,8.6600,11.2100,11.2100,1203.0300
2005-02-03,3010.3900,12.3800,9.1000,11.7900,11.7900,1189.8900
2005-02-02,3022.3500,12.2500,8.9500,11.6600,11.6600,1193.1900
2005-02-01,3008.8500,12.3600,9.2500,12.0300,12.0300,1189.4100
2005-01-31,2984.5900,12.7200,9.8300,12.8200,12.8200,1181.2700
2005-01-28,2955.8900,12.8100,10.1800,13.2400,13.2400,1171.3600
2005-01-27,2970.8100,12.4600,10.1500,13.2400,13.2400,1174.5500
2005-01-26,2956.4300,13.3200,10.2800,13.4400,13.4400,1174.0700
2005-01-25,2958.6100,13.6300,10.8500,14.0600,14.0600,1168.4100
2005-01-24,2937.8300,14.1100,11.2300,14.6500,14.6500,1163.7500
2005-01-21,2940.8700,13.9600,11.0500,14.3600,14.3600,1167.8700
2005-01-20,2937.7100,14.1700,10.6800,13.8300,13.8300,1175.4100
2005-01-19,2959.9000,13.6300,10.1100,13.1800,13.1800,1184.6300
2005-01-18,2962.4300,13.1700,9.5800,12.4700,12.4700,1195.9800
2005-01-17,2963.0600,13.2000,9.5000,,12.4300,1184.5200
2005-01-14,2948.2200,13.5700,9.4900,12.4300,12.4300,1184.5200
2005-01-13,2936.3200,13.6400,9.7300,12.8400,12.8400,1177.4500
2005-01-12,2924.0100,14.0500,9.4500,12.5600,12.5600,1187.7000
2005-01-11,2949.2900,13.6800,10.0300,13.1900,13.1900,1182.9900
2005-01-10,2977.2100,12.9200,10.1000,13.2300,13.2300,1190.2500
2005-01-07,2979.8200,13.5700,10.3400,13.4900,13.4900,1186.1900
2005-01-06,2966.2400,13.8000,10.3100,13.5800,13.5800,1187.8900
2005-01-05,2947.1900,14.4200,10.6100,14.0900,14.0900,1183.7400
2005-01-04,2971.1200,14.5100,10.5200,13.9800,13.9800,1188.0500
2005-01-03,2970.0200,14.4700,10.4600,14.0800,14.0800,1202.0800
2004-12-31,2951.0100,,9.7800,13.2900,13.2900,1211.9200
2004-12-30,2951.2400,14.0700,9.2200,12.5600,12.5600,1213.5500
2004-12-29,2953.1500,13.7400,8.5500,11.6200,11.6200,1213.4500
2004-12-28,2955.1100,13.1000,8.8200,12.0000,12.0000,1213.5400
2004-12-27,2944.1600,12.9600,8.9100,12.1400,12.1400,1204.9200
2004-12-24,2951.1600,,8.3000,,11.2300,1210.1300
2004-12-23,2950.9200,12.9400,8.3200,11.2300,11.2300,1210.1300
2004-12-22,2937.7400,12.9900,8.5500,11.4500,11.4500,1209.5700
2004-12-21,2912.8000,12.6400,8.6400,11.5500,11.5500,1205.4500
2004-12-20,2906.2400,13.3600,8.8200,11.8300,11.8300,1194.6600
2004-12-17,2891.4800,14.1500,9.0200,11.9500,11.9500,1194.2200
2004-12-16,2929.6300,13.4400,9.2300,12.2700,12.2700,1203.2100
2004-12-15,2921.9400,14.7200,9.2000,12.3500,12.3500,1205.7200
2004-12-14,2934.1000,15.1400,9.5800,12.7300,12.7300,1203.3800
2004-12-13,2928.4300,15.1100,9.4300,12.5400,12.5400,1198.6800
2004-12-10,2903.9600,15.6700,9.6500,12.7600,12.7600,1188.0000
2004-12-09,2888.0200,15.8200,9.7100,12.8800,12.8800,1189.2400
2004-12-08,2912.4400,15.6100,9.9400,13.1900,13.1900,1182.8100
2004-12-07,2918.4300,15.7400,10.1800,13.6700,13.6700,1177.0700
2004-12-06,2904.5100,15.7300,9.8200,13.1900,13.1900,1190.2500
2004-12-03,2911.5900,15.7100,9.6900,12.9600,12.9600,1191.1700
2004-12-02,2926.7300,15.6700,9.7800,12.9800,12.9800,1190.3300
2004-12-01,2913.2100,15.6400,9.7500,12.9700,12.9700,1191.3700
2004-11-30,2876.3900,16.5600,9.9600,13.2400,13.2400,1173.8200
2004-11-29,2891.1500,15.5900,10.0100,13.3000,13.3000,1178.5700
2004-11-26,2898.9500,15.6200,9.6400,12.7800,12.7800,1182.6500
2004-11-25,2904.1600,15.2200,9.6100,,12.7200,1181.7600
2004-11-24,2876.8400,15.8100,9.6700,12.7200,12.7200,1181.7600
2004-11-23,2876.8800,15.9200,9.6800,12.6700,12.6700,1176.9400
2004-11-22,2879.5800,15.6900,9.9400,12.9700,12.9700,1177.2400
2004-11-19,2893.0800,15.4300,10.3400,13.5000,13.5000,1170.3400
2004-11-18,2917.2100,14.8100,9.9900,12.9800,12.9800,1183.5500
2004-11-17,2922.2400,14.6900,10.1400,13.2100,13.2100,1181.9400
2004-11-16,2879.0100,15.1200,10.1800,13.2100,13.2100,1175.4300
2004-11-15,2898.1600,14.9800,10.3400,13.3800,13.3800,1183.8100
2004-11-12,2907.4500,14.3700,10.3100,13.3300,13.3300,1184.1700
2004-11-11,2903.9300,14.3600,10.1100,13.0400,13.0400,1173.4800
2004-11-10,2872.6600,14.6200,10.1300,13.0800,13.0800,1162.9100
2004-11-09,2864.9300,15.0800,10.5400,13.6100,13.6100,1164.0800
2004-11-08,2872.4800,15.5400,10.6600,13.8000,13.8000,1164.8900
2004-11-05,2874.8000,15.6000,10.7200,13.8400,13.8400,1166.1700
2004-11-04,2859.5200,15.3800,10.8400,13.9700,13.9700,1161.6700
2004-11-03,2860.6800,16.3500,10.9700,14.0400,14.0400,1143.2000
2004-11-02,2855.1600,16.9000,12.7400,16.1800,16.1800,1130.5400
2004-11-01,2834.0300,18.1300,12.7700,16.2700,16.2700,1130.5100
2004-10-29,2811.7200,17.3700,12.7900,16.2700,16.2700,1130.2000
2004-10-28,2818.5400,17.5700,12.0800,15.3900,15.3900,1127.4400
2004-10-27,2787.1500,18.1000,12.3100,15.7200,15.7200,1125.4000
2004-10-26,2739.3700,18.7100,12.8300,16.3900,16.3900,1111.0900
2004-10-25,2734.3700,19.2400,12.9800,16.5800,16.5800,1094.8100
2004-10-22,2788.8900,17.0100,12.1000,15.2800,15.2800,1095.7400
2004-10-21,2786.5300,17.4500,11.5300,14.5400,14.5400,1106.4900
2004-10-20,2769.2600,17.7500,11.7800,14.8500,14.8500,1103.6600
2004-10-19,2801.1900,16.9700,12.0900,15.1300,15.1300,1103.2300
2004-10-18,2768.6300,17.5500,11.7500,14.7100,14.7100,1114.0200
2004-10-15,2773.3900,16.8200,12.0500,15.0400,15.0400,1108.2000
